Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
"650,000",Nissan,Sunny,Full option,1985,Used,Manual,Saloon,Petrol,180 cc,"242,803 km"
"550,000",Nissan,Sunny,Nissan,2001,Used,Manual,Saloon,Petrol,"1,500 cc","100,000 km"
"4,700,000",Honda,Fit,GP 5L,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","34,000 km"
"5,975,000",Toyota,Allion,Toyota Allion (260),2010,Used,Automatic,Saloon,Petrol,"1,500 cc","91,000 km"
"1,850,000",Nissan,Sunny,FB14,1997,Used,Automatic,Saloon,Diesel,"1,970 cc","200,000 km"
"37,000,000",Land Rover,Range Rover Velar,.,2018,New,Automatic,SUV / 4x4,Petrol,"2,000 cc",125 km
"5,950,000",Mitsubishi,L200,(2012 Registered),2011,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","178,800 km"
"3,750,000",Perodua,Axia,Car Hatch Back,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","54,000 km"
"3,335,000",Toyota,Passo,2013 Auto Limited,2011,Used,Automatic,Hatchback,Petrol,"1,000 cc","100,623 km"
"2,295,000",Suzuki,Swift,Kei,2003,Used,Automatic,Hatchback,Petrol,660 cc,"130,000 km"
"2,650,000",Nissan,Sunny,N16,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","152,000 km"
"4,490,000",Toyota,Axio,X limited,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","97,000 km"
"2,250,000",Toyota,Corolla,110,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","10,000 km"
"3,890,000",DFSK,Glory,330,2020,Used,Manual,Station wagon,Petrol,"1,500 cc",871 km
"3,425,000",Suzuki,Wagon R FX,Safety,2017,Used,Automatic,Hatchback,Petrol,650 cc,"52,418 km"
"1,600,000",Nissan,Sunny,B 14,1994,Used,Manual,Saloon,Diesel,"1,500 cc","225,000 km"
"3,500,000",Toyota,Corolla,121 G,2002,Used,Automatic,Saloon,Petrol,"1,490 cc","363,000 km"
"14,800,000",Mitsubishi,Montero,Sports Fully Loaded,2015,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","60,000 km"
"825,000",Daihatsu,Charade,G101,1989,Used,Manual,Hatchback,Diesel,990 cc,"103,565 km"
"3,175,000",Suzuki,Celerio,Celerio 2016,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","65,000 km"
"1,950,000",Nissan,Sunny,N16,2001,Used,Manual,Saloon,Petrol,"1,600 cc","111,000 km"
"4,750,000",Micro,Rexton,5 Forward 270 XDI,2009,Used,Tiptronic,SUV / 4x4,Diesel,"2,700 cc","160,000 km"
"16,950,000",Mercedes Benz,CLA 200,Premium Plus,2019,Used,Automatic,Saloon,Petrol,"1,300 cc","18,900 km"
"3,550,000",Nissan,Navara,2010 Smart Cab,2008,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","69,000 km"
"5,490,000",Toyota,Premio,G Superior,2007,Used,Automatic,Saloon,Petrol,"1,700 cc","147,000 km"
"2,150,000",Toyota,Corolla,110,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","310,000 km"
"2,875,000",Jeep,Other Model,Willys,1992,Used,Automatic,Hatchback,Diesel,"2,499 cc","280,000 km"
"1,325,000",Nissan,Sunny,B12,1989,Used,Manual,Saloon,Petrol,"1,300 cc","180,188 km"
"3,850,000",Suzuki,Alto,Japan RS,2015,Used,Automatic,Hatchback,Petrol,650 cc,"24,000 km"
"9,500,000",Nissan,X-Trail,Nissan X-Trail 2016,2016,Used,Tiptronic,SUV / 4x4,Hybrid,"2,000 cc","20,605 km"
"11,950,000",Mitsubishi,Outlander,PHEV G Navi Premium,2015,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc","24,800 km"
"5,000,000",Mazda,2 Skyactive,Mazda 2,2017,Used,Automatic,Hatchback,Petrol,"1,500 cc","85,000 km"
"6,850,000",Toyota,Land Cruiser Prado,tx limited,1997,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","180,000 km"
"3,990,000",Toyota,IST,FL Grade,2007,Used,Automatic,Hatchback,Petrol,"1,300 cc","107,000 km"
"3,385,000",Suzuki,Wagon R FZ,2017 First owner,2016,Used,Automatic,Hatchback,Petrol,650 cc,"41,256 km"
"2,925,000",Nissan,Sunny,Fb15,2002,Used,Automatic,Saloon,Petrol,"1,500 cc","172,000 km"
"2,195,000",Perodua,Kelisa,EZi,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","132,479 km"
"3,225,000",Mazda,Flair,2016,2016,Used,Automatic,Hatchback,Petrol,660 cc,"65,423 km"
"750,000",Toyota,Corolla,Ae81,1985,Used,Manual,Saloon,Petrol,"1,500 cc","45,000 km"
"895,000",Daihatsu,Charade,G100,1988,Used,Manual,Hatchback,Petrol,"1,000 cc","154,000 km"
"720,000",Nissan,Sunny,HB310,1980,Used,Manual,Saloon,Petrol,"1,400 cc","100,000 km"
"4,625,000",Suzuki,Spacia,Custom,2018,Used,Automatic,MPV,Petrol,660 cc,"47,740 km"
"3,950,000",Honda,Fit Shuttle,GP2,2012,Used,Automatic,Station wagon,Hybrid,"1,330 cc","180,000 km"
"1,090,000",Toyota,Corona,AT 170 1993,1993,Used,Manual,Saloon,Diesel,"2,000 cc","174,000 km"
"745,000",Mitsubishi,Lancer,14,1987,Used,Manual,Saloon,Petrol,"1,500 cc","365,800 km"
"12,500,000",Honda,CRV,V TEC Turbo,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","40,000 km"
"5,200,000",Land Rover,Defender,300 TDI,1996,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","54,748 km"
"3,850,000",Micro,Actyon,Double Cab 4WD AUTO,2012,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","79,000 km"
"335,000",Toyota,Other Model,Ke20,1979,Used,Manual,Saloon,Petrol,"1,200 cc","100,000 km"
"3,860,000",Toyota,Corolla,121,2006,Used,Automatic,Saloon,Petrol,"1,300 cc","162,000 km"
"7,000,000",Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Petrol,"1,490 cc","56,000 km"
"4,350,000",BMW,320d,Face Lift,2002,Used,Manual,Saloon,Diesel,"2,000 cc","115,000 km"
"21,500,000",Land Rover,Discovery,Discovery 4 S,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","114,000 km"
"6,990,000",Toyota,Land Cruiser Prado,TX Limited,1998,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","157,000 km"
"400,000",Toyota,Corolla,KE 50,1976,Used,Manual,Saloon,Petrol,"1,200 cc","200,000 km"
"4,550,000",Honda,Fit,GP 5 S GRADE,2014,Used,Tiptronic,Hatchback,Hybrid,"1,490 cc","96,480 km"
"410,000",Mitsubishi,Lancer,c11,1985,Used,Manual,Station wagon,Petrol,"1,300 cc","100,000 km"
"2,175,000",Nissan,Pulsar,Fb15 Ex Saloon Auto,1997,Used,Automatic,Saloon,Petrol,"1,500 cc","154,000 km"
"2,900,000",DFSK,Glory,Dfsk Glory 330,2016,Used,Manual,Station wagon,Diesel,"1,330 cc","39,328 km"
"4,850,000",Toyota,Passo,PUSH START/ SAFETY,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","19,800 km"
"1,650,000",Micro,Panda,MICRO PANDA 1000,2012,Used,Manual,Hatchback,Petrol,"1,000 cc","104,000 km"
"5,950,000",Toyota,Axio,Axio Limited Black,2016,Used,Automatic,Saloon,Hybrid,"1,490 cc","49,000 km"
"3,100,000",Honda,Civic,Face Lift,2004,Used,Automatic,Saloon,Petrol,"1,400 cc","231,000 km"
"1,825,000",Toyota,Corolla,Wagon Elephant Back,2000,Used,Manual,Station wagon,Petrol,"1,300 cc","175,000 km"
"1,200,000",Suzuki,Other Model,shift,1998,Used,Manual,Coup̩/Sports,Petrol,"1,000 cc","80,000 km"
"1,235,000",Suzuki,Maruti,800,2006,Used,Manual,Hatchback,Petrol,800 cc,"87,174 km"
"45,000,000",Land Rover,Range Rover,Vogue LWB Diesel,2016,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","18,000 km"
"4,200,000",Toyota,Allion,240,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","138,000 km"
"4,390,000",Toyota,Aqua,Aqua G Soft Leather,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","52,000 km"
"700,000",Nissan,March,E-K10,1987,Used,Manual,Hatchback,Petrol,980 cc,"250,265 km"
"3,120,000",Honda,Civic,2002,2002,Used,Automatic,Saloon,Petrol,"1,500 cc","238,862 km"
"4,095,000",Daihatsu,Mira,ES Limited,2016,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"15,000 km"
"11,250,000",Mitsubishi,Montero,pajero,2007,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","98,000 km"
"4,295,000",Daihatsu,Mira,LED New Facelift,2017,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"10,500 km"
"6,150,000",Honda,Grace,Ex Package,2015,Used,Automatic,Saloon,Petrol,"1,500 cc","78,750 km"
"8,175,000",Mitsubishi,Outlander,PHEV G NAVI,2014,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","90,725 km"
"750,000",Toyota,Corolla,DX wegon,1983,Used,Manual,Station wagon,Petrol,"1,300 cc","200,000 km"
"8,900,000",Toyota,Crown,Royal Super Saloon,2007,Used,Automatic,Saloon,Petrol,"2,997 cc","98,000 km"
"490,000",Nissan,Sunny,B310,1978,Used,Manual,Saloon,Petrol,"1,400 cc","451,000 km"
"2,894,000",Nissan,Bluebird,Sylphy,2002,Used,Manual,Saloon,Petrol,"1,500 cc","202,400 km"
"6,325,000",MG,ZS,ZS,2019,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","29,000 km"
"970,000",Chery,QQ,Chery,2008,Used,Manual,Hatchback,Petrol,800 cc,"67,000 km"
"29,500,000",Toyota,Land Cruiser Sahara,Sahara vx,2013,Used,Automatic,SUV / 4x4,Diesel,"4,600 cc","135,000 km"
"2,475,000",Suzuki,Swift,Swift kei Sports,2006,Used,Automatic,Hatchback,Petrol,660 cc,"159,000 km"
"1,365,000",Suzuki,Maruti,Maruti,2010,Used,Manual,Hatchback,Petrol,990 cc,"66,300 km"
"5,300,000",Toyota,Yaris,G,2014,Used,Automatic,Saloon,Petrol,"1,300 cc","150,000 km"
"2,965,000",Toyota,Passo,2011 Auto,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","106,513 km"
"1,575,000",Daihatsu,Mira,2001,2004,Used,Automatic,Hatchback,Petrol,650 cc,"133,710 km"
"13,200,000",Toyota,Fortuner,V GRADE DIESEL,2013,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","72,000 km"
"25,500,000",Toyota,Land Cruiser Prado,2015 Diesel Tx150,2015,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","52,500 km"
"975,000",Chery,QQ,2007,2007,Used,Manual,Hatchback,Petrol,812 cc,"132,000 km"
"2,385,000",Nissan,March,AK12 2007 AUTO,2003,Used,Automatic,Hatchback,Petrol,"1,300 cc","126,854 km"
"5,750,000",Toyota,Vitz,Edition 3 LED,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","23,900 km"
"2,000,000",Nissan,Sunny,JX Saloon (B13),1992,Used,Manual,Saloon,Petrol,"1,300 cc","35,400 km"
"27,900,000",Toyota,Land Cruiser Prado,G Frontier FullyLoad,2017,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","60,000 km"
"1,965,000",Micro,Panda,1.LC,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","72,914 km"
"6,700,000",Mercedes Benz,C180,Auto,2010,Used,Automatic,Saloon,Petrol,"1,600 cc","94,000 km"
"6,275,000",Toyota,Harrier,G Sun Roof LTD,2008,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc","156,000 km"
"3,400,000",Mitsubishi,Montero,IO,2003,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","180,000 km"
"3,350,000",Suzuki,Wagon R,India,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","100,000 km"
"6,790,000",Toyota,Vitz,Safety,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",462 km
"20,500,000",BMW,i8,Full,2018,Used,Automatic,Coup̩/Sports,Petrol,"1,500 cc","14,000 km"
"760,000",Suzuki,Maruti,800,1997,Used,Manual,Hatchback,Petrol,800 cc,"87,177 km"
"1,385,000",Tata,Nano,xm twist,2015,Used,Manual,Hatchback,Petrol,650 cc,"150,745 km"
"550,000",Mitsubishi,Lancer,Wagon,1985,Used,Manual,Station wagon,Petrol,"1,400 cc","150,000 km"
"20,500,000",BMW,X5,M Sport Full Spec,2016,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","48,000 km"
"3,975,000",Toyota,Aqua,NHP10,2012,Used,Automatic,Hatchback,Hybrid,"1,490 cc","137,000 km"
"3,395,000",Toyota,Prius,G Aniverssary Ltd,2007,Used,Automatic,Saloon,Hybrid,"1,500 cc","126,000 km"
"1,895,000",Nissan,Sunny,SB14 DEISEL AUTO,1997,Used,Automatic,Saloon,Diesel,"2,000 cc","150,000 km"
"4,400,000",Honda,Freed,Face lift,2012,Used,Automatic,Saloon,Hybrid,"1,500 cc","155,000 km"
"1,375,000",Suzuki,Cultus,Hachback,1996,Used,Manual,Hatchback,Petrol,"1,300 cc","176,000 km"
"560,000",Mitsubishi,Lancer,Lancer Box 5fd,1980,Used,Manual,Saloon,Petrol,"1,400 cc","129,000 km"
"4,550,000",Toyota,Axio,G Grade Full Option,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","116,270 km"
"9,150,000",Toyota,CHR,GT Turbo,2018,Used,Automatic,Hatchback,Petrol,"1,190 cc","25,000 km"
"2,080,000",Nissan,Sunny,fb14,1998,Used,Manual,Saloon,Petrol,"1,500 cc","130,000 km"
"2,825,000",Suzuki,Celerio,2014,2014,Used,Automatic,Hatchback,Petrol,"1,000 cc","89,000 km"
"8,500,000",Toyota,Land Cruiser Sahara,81 VX Limited,1995,Used,Automatic,SUV / 4x4,Diesel,"4,200 cc","120,000 km"
"17,200,000",Mercedes Benz,CLA 200,Premium Plus,2019,Used,Automatic,Saloon,Petrol,"1,400 cc","9,100 km"
"5,475,000",Honda,Vezel,RU3 ORANGE PACK,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","93,000 km"
"14,750,000",Toyota,Hilux,V 2.8L,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","46,000 km"
"38,500,000",Toyota,Land Cruiser Sahara,V8 AX,2017,Used,Automatic,SUV / 4x4,Petrol,"4,600 cc","51,000 km"
"12,500,000",BMW,330e,M Sport Plus,2016,Used,Automatic,Saloon,Petrol,"1,509 cc","40,000 km"
"8,235,000",Honda,Accord,Fully Loaded,2014,Used,Automatic,Saloon,Hybrid,"1,800 cc","71,000 km"
"6,000,000",Toyota,Axio,Hybrid,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","97,000 km"
"1,625,000",Toyota,Starlet,EP 82,1992,Used,Manual,Hatchback,Petrol,"1,300 cc","238,000 km"
"3,490,000",Toyota,Prius,Toyota,2007,Used,Automatic,Saloon,Hybrid,"1,500 cc","125,880 km"
"3,925,000",Suzuki,Wagon R,Wagon R Stingray,2017,Used,Automatic,Hatchback,Petrol,660 cc,"39,854 km"
"3,690,000",Suzuki,Wagon R,Pearl White,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"52,000 km"
"1,085,000",Toyota,Corolla,AE91 1-5cc,1988,Used,Manual,Saloon,Petrol,"1,490 cc","216,000 km"
"4,975,000",Toyota,Roomy,Roomy safety,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","39,652 km"
"1,885,000",Nissan,AD Wagon,A/C,1997,Used,Manual,Station wagon,Diesel,"1,680 cc","189,120 km"
"2,090,000",Renault,KWID,manual,2016,Used,Manual,Hatchback,Petrol,800 cc,"60,000 km"
"12,500,000",Mercedes Benz,E300,AMG,2014,Used,Tiptronic,Saloon,Diesel,"2,143 cc","62,000 km"
"4,500,000",Suzuki,Wagon R,Stingray Turbo,2017,Used,Tiptronic,Hatchback,Hybrid,660 cc,"60,000 km"
"1,850,000",Nissan,Sunny,SB 14,1997,Used,Automatic,Saloon,Diesel,"1,970 cc","157,000 km"
"3,275,000",Suzuki,Spacia,Suzuki spacia,2015,Used,Automatic,Hatchback,Petrol,650 cc,"54,000 km"
"4,000,000",Toyota,Allion,Toyota allion,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","157,000 km"
"1,350,000",Mazda,Familia,Mazda BJ3,1993,Used,Manual,Saloon,Petrol,"1,300 cc","157,000 km"
"1,075,000",Proton,Wira,Proton Sport,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","87,000 km"
"13,490,000",BMW,318i,M SPORTS PLUS,2017,Used,Automatic,Saloon,Petrol,"1,500 cc","51,300 km"
"2,200,000",Renault,KWID,RXT,2016,Used,Manual,Hatchback,Petrol,800 cc,"35,500 km"
"4,050,000",Toyota,Corolla,LX 121,2005,Used,Automatic,Saloon,Petrol,"1,500 cc","155,000 km"
"7,400,000",Kia,Sportage,fully loaded,2013,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","105,000 km"
"3,690,000",Micro,Kyron,Jeep,2009,Used,Automatic,Hatchback,Diesel,"2,000 cc","120,000 km"
"8,500,000",Kia,Stonic,T-GDI,2019,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","2,200 km"
"1,325,000",Proton,Wira,3,2001,Used,Manual,Saloon,Petrol,"1,300 cc","83,500 km"
"1,895,000",Micro,Panda,Full option,2017,Used,Manual,Hatchback,Petrol,"1,000 cc","70,000 km"
"5,150,000",Toyota,Prius,S Grade,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc","139,000 km"
"4,250,000",Suzuki,Wagon R Stingray,Wagon R Stingray,2018,Used,Tiptronic,SUV / 4x4,Hybrid,650 cc,"27,000 km"
"745,000",Nissan,March,k10,1989,Used,Manual,Hatchback,Petrol,980 cc,"191,000 km"
"2,125,000",Nissan,Pulsar,FN15,1998,Used,Manual,Saloon,Petrol,"1,490 cc","185,000 km"
"1,165,000",Suzuki,Maruti,800cc,2003,Used,Manual,Hatchback,Petrol,800 cc,"94,672 km"
"3,975,000",Toyota,Premio,X Grade,2002,Used,Automatic,Saloon,Petrol,"1,800 cc","256,000 km"
"10,600,000",BMW,520d,2012,2012,Used,Tiptronic,Saloon,Diesel,"2,000 cc","70,000 km"
"640,000",Nissan,March,K10,1989,Used,Manual,Hatchback,Petrol,"1,000 cc","180,000 km"
"3,850,000",Daihatsu,Atrai Wagon,Turbo,2016,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"53,000 km"
"5,750,000",Suzuki,Baleno,Turbo,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","23,000 km"
"1,175,000",Suzuki,Maruti,800cc,2004,Used,Manual,Hatchback,Petrol,800 cc,"18,495 km"
"2,900,000",Mitsubishi,Delica,L 400,1994,Used,Automatic,Hatchback,Diesel,"2,470 cc","200,000 km"
"32,000,000",Toyota,Land Cruiser Sahara,VX Diesel,2011,Used,Tiptronic,SUV / 4x4,Diesel,"4,500 cc","160,000 km"
"5,975,000",Toyota,Prius,2012,2012,Reconditioned,Automatic,Saloon,Petrol,"1,800 cc","21,000 km"
"4,800,000",Toyota,Vitz,Non Safety,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","25,000 km"
"1,585,000",Tata,Nano,Twist,2017,Used,Automatic,Hatchback,Petrol,600 cc,"50,000 km"
"3,010,000",Mitsubishi,Lancer,L-200 Double Cab,2003,Used,Manual,Station wagon,Diesel,"2,477 cc","540,000 km"
"2,800,000",Daihatsu,Other Model,YRV,2003,Used,Automatic,Hatchback,Petrol,"1,300 cc","95,000 km"
"3,975,000",Honda,N-Box,Safety,2015,Used,Automatic,Hatchback,Petrol,650 cc,"48,000 km"
"4,250,000",Honda,N-Box,2015,2015,Reconditioned,Automatic,Hatchback,Petrol,650 cc,"25,000 km"
"4,275,000",Toyota,Aqua,Aqua G Grade,2013,Used,Automatic,Hatchback,Petrol,"1,500 cc","65,000 km"
"710,000",Mitsubishi,Lancer,Black Night,1989,Used,Manual,Saloon,Petrol,"1,200 cc","60,000 km"
"3,425,000",Toyota,Vitz,eight air bag,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","131,000 km"
"4,950,000",Hyundai,Tucson,IX 35,2012,Used,Manual,Hatchback,Diesel,"2,000 cc","90,000 km"
"3,350,000",Toyota,Prius,2ND GENERATION,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","114,000 km"
"490,000",Mitsubishi,Lancer,1973,1973,Used,Manual,Saloon,Petrol,"1,300 cc","20,000 km"
"9,690,000",Toyota,Land Cruiser Prado,TX Limited,2007,Used,Automatic,Station wagon,Petrol,"2,690 cc","108,500 km"
"9,150,000",Toyota,CHR,GT,2017,Reconditioned,Tiptronic,SUV / 4x4,Petrol,"1,200 cc","18,000 km"
"3,690,000",Suzuki,Wagon R FZ,SAFETY PACKAGE,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"56,000 km"
"9,550,000",Toyota,Land Cruiser Prado,TX 120,2007,Used,Automatic,SUV / 4x4,Petrol,"2,750 cc","119,000 km"
"4,800,000",Honda,Civic,FD4,2010,Used,Automatic,Saloon,Petrol,"1,600 cc","98,000 km"
"775,000",Honda,City,Honda,1987,Used,Manual,Hatchback,Petrol,"1,230 cc","888,551 km"
"14,600,000",Volkswagen,Tiguan,R-Line,2018,Used,Automatic,SUV / 4x4,Petrol,"1,400 cc","47,188 km"
"500,000",Mazda,Familia,mazda,1984,Used,Manual,Station wagon,Petrol,"1,300 cc","130,000 km"
"1,650,000",Toyota,Corsa,EL 43,1993,Used,Manual,Saloon,Petrol,"1,500 cc","196,728 km"
"1,385,000",Toyota,Corona,CT170,1992,Used,Automatic,Saloon,Diesel,"2,000 cc","160,000 km"
"15,000,000",Peugeot,5008,Active Upgraded,2018,Used,Automatic,SUV / 4x4,Petrol,1 cc,"18,400 km"
"9,830,000",Toyota,Premio,FEX G superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","30,000 km"
"5,350,000",Mazda,RX,RX 8 R3,2011,Used,Manual,Coup̩/Sports,Petrol,"1,300 cc","56,000 km"
"12,950,000",Mitsubishi,Montero,DID,2013,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","100,000 km"
"2,145,000",Suzuki,Alto,Suzuki,2015,Used,Manual,Hatchback,Petrol,800 cc,"95,000 km"
"780,000",Mazda,Other Model,MR 90,1993,Used,Manual,Hatchback,Petrol,"1,400 cc","250,000 km"
"675,000",Toyota,Corolla,Ke74 86,1986,Used,Manual,Station wagon,Petrol,"1,500 cc","250,000 km"
"1,350,000",Suzuki,Maruti,800,2011,Used,Manual,Hatchback,Petrol,800 cc,"47,000 km"
"4,690,000",Daihatsu,Terios,2007,2007,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","100,000 km"
"935,000",Suzuki,Maruti,800cc,1999,Used,Manual,Hatchback,Petrol,800 cc,"84,455 km"
"6,300,000",MG,ZS,European,2019,Used,Tiptronic,Station wagon,Petrol,990 cc,"37,000 km"
"3,800,000",Suzuki,Alto,L Japan unregistered,2017,Reconditioned,Automatic,Hatchback,Petrol,660 cc,"11,000 km"
"19,250,000",BMW,ActiveHybrid 7,Exclusive Line,2013,Used,Tiptronic,Saloon,Hybrid,"3,000 cc","22,500 km"
"11,275,000",Mitsubishi,Outlander,G Premium,2015,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","73,000 km"
"3,850,000",Nissan,Gloria,luxury,2000,Used,Automatic,Saloon,Petrol,"2,200 cc","157,000 km"
"15,100,000",BMW,X3,M Sport,2014,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","75,156 km"
"4,780,000",Toyota,Aqua,G Grade,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","22,750 km"
"24,200,000",Toyota,Land Cruiser Prado,150 Fully Loaded,2014,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","61,000 km"
"1,360,000",Toyota,Carina,AT170,1990,Used,Manual,Saloon,Petrol,"1,500 cc","180,000 km"
"5,890,000",Toyota,Allion,Allion 260,2008,Used,Automatic,Saloon,Petrol,"1,490 cc","165,000 km"
"2,475,000",Renault,Other Model,LAGUNA,2004,Used,Manual,Saloon,Petrol,"1,600 cc","78,000 km"
"6,350,000",Toyota,Premio,G Superior,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","100,001 km"
"4,675,000",Daihatsu,Boon,Cliq 2018,2018,Used,Automatic,Hatchback,Petrol,999 cc,"36,759 km"
"3,345,000",Toyota,Prius,2nd,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","119,000 km"
"14,600,000",Honda,CRV,CRV Japan,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","19,854 km"
"3,985,000",Toyota,Yaris,2008,2008,Used,Automatic,Saloon,Petrol,"1,300 cc","96,302 km"
"4,250,000",Honda,Fit Shuttle,GP 2,2012,Used,Automatic,Station wagon,Petrol,"1,300 cc","120,000 km"
"8,300,000",Peugeot,Other Model,Limited,2015,Used,Tiptronic,Saloon,Petrol,"1,600 cc","37,000 km"
"3,424,000",Toyota,IST,FL GRADE,2003,Used,Automatic,Hatchback,Petrol,"1,300 cc","207,000 km"
"6,800,000",Honda,Civic,SR Limited,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","33,000 km"
"4,650,000",Honda,Fit,GB 5 L GRADE,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","64,000 km"
"3,975,000",Mercedes Benz,C180,Fully Loaded,2002,Used,Automatic,Saloon,Petrol,"1,800 cc","93,000 km"
"1,890,000",Micro,Panda,Panda,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","16,200 km"
"4,790,000",Toyota,Prius,3RD Gen,2013,Used,Automatic,Saloon,Hybrid,"1,780 cc","160,000 km"
"1,990,000",Micro,Panda Cross,1.3,2014,Used,Manual,Hatchback,Petrol,"1,000 cc","49,100 km"
"1,390,000",Nissan,Other Model,Avenir Wagon,1997,Used,Manual,Hatchback,Diesel,"1,970 cc","241,929 km"
"420,000",Nissan,Dutsun,B310,1979,Used,Manual,Saloon,Petrol,"1,400 cc","198,500 km"
"2,280,000",Suzuki,Alto,Alto,2015,Used,Manual,Hatchback,Petrol,800 cc,"59,000 km"
"4,350,000",Toyota,Axio,Axio G Grade 2007,2007,Used,Manual,Saloon,Petrol,"1,498 cc","190,000 km"
"950,000",Other brand,Other model,Bajaj Qute,2018,Used,Manual,MPV,Petrol,216 cc,"22,500 km"
"5,750,000",Mitsubishi,Montero,GDI,2000,Used,Tiptronic,SUV / 4x4,Petrol,"3,500 cc","100,000 km"
"3,490,000",Suzuki,Alto,Japan,2017,Used,Automatic,Hatchback,Petrol,660 cc,"43,000 km"
"5,995,000",Toyota,Vitz,Safety Edition III,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","12,900 km"
"2,550,000",Nissan,Sunny,N16,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","190,000 km"
"1,950,000",Maruti Suzuki,Zen,Estilo,2011,Used,Manual,Hatchback,Petrol,998 cc,"13,066 km"
"4,075,000",Toyota,Aqua,S Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","100,000 km"
"29,800,000",Mercedes Benz,GLE 300D,250 4 Matic,2018,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","13,000 km"
"4,900,000",Toyota,Vitz,Safety Edition 2017,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","22,000 km"
