,Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
16587,3425000,Suzuki,Wagon R,Suzuki Wagon R fx,2017,Used,Automatic,Hatchback,Petrol,650 cc,39654
16588,15600000,Toyota,Hilux,V Grade Brand new,2020,Reconditioned,Automatic,SUV / 4x4,Diesel,"2,800 cc",8400
16589,3325000,Suzuki,Alto,Suzuki Alto car,2016,Used,Automatic,Hatchback,Petrol,660 cc,39854
16590,3975000,Kia,Picanto,newface,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",68000
16591,775000,Hyundai,Stellar,diesel,1989,Used,Manual,Saloon,Diesel,"1,500 cc",125698
16592,1995000,Mazda,Familia,Wagon KA-4xxxx Auto,2001,Used,Automatic,Station wagon,Petrol,"1,300 cc",139866
16593,4275000,Mazda,RX,RX8 Limited Edition,2008,Used,Automatic,Coup̩/Sports,Petrol,"1,300 cc",54000
16594,5250000,Toyota,Other Model,Toyota sarf,1993,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc",175000
16595,4495000,Toyota,Axio,X,2008,Used,Automatic,Saloon,Petrol,"1,500 cc",129000
16596,6700000,Mercedes Benz,Other Model,E230,2008,Used,Tiptronic,Saloon,Petrol,"2,500 cc",104000
16597,13500000,BMW,318i,M-Sport,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",46000
16598,1950000,Tata,Indica,Xeta,2015,Used,Manual,Hatchback,Petrol,"1,000 cc",3100
16599,1760000,Nissan,Sunny,FB 14,1998,Used,Manual,Saloon,Petrol,"1,500 cc",145000
16600,4100000,Toyota,Corolla,141,2007,Used,Automatic,Saloon,Petrol,"1,600 cc",82000
16601,4150000,Honda,N-Box,Custom Fully Loaded,2015,Used,Automatic,Hatchback,Hybrid,650 cc,42100
16602,4710000,Toyota,Axio,G Grade,2007,Used,Automatic,Saloon,Petrol,"1,500 cc",121000
16603,19500000,Land Rover,Discovery,4S SDV6 Turbo,2014,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",115356
16604,3920000,Suzuki,Wagon R Stingray,2018,2017,Used,Automatic,Hatchback,Hybrid,650 cc,43000
16605,2000000,Micro,MX 7,F/O,2013,Used,Manual,Saloon,Petrol,"1,500 cc",26000
16606,1895000,Nissan,March,Two Door,2000,Used,Automatic,Hatchback,Petrol,"1,000 cc",121000
16607,475000,Toyota,Corolla,Corolla KE20,1970,Used,Manual,Saloon,Petrol,"1,200 cc",225000
16608,798000,Toyota,Carina,1500,1987,Used,Manual,Saloon,Petrol,"1,450 cc",65000
16609,3190000,Tata,Xenon,3.0 L DICOR,2012,Used,Manual,SUV / 4x4,Diesel,"3,000 cc",145000
16610,2210000,Suzuki,Alto,800 xli,2015,Used,Manual,Hatchback,Petrol,800 cc,57000
16611,400000,Volkswagen,Golf,MK1,1979,Used,Manual,Hatchback,Petrol,"1,200 cc",180000
16612,575000,Isuzu,Gemini,S,1984,Used,Manual,Saloon,Diesel,"1,800 cc",956384
16613,2275000,Toyota,Corolla,XE Saloon - Riviere,1997,Used,Automatic,Saloon,Petrol,"1,500 cc",201569
16614,3800000,Micro,Emgrand,EC7,2014,Used,Automatic,Saloon,Petrol,"1,850 cc",30000
16615,7925000,Nissan,X-Trail,Mode Premium,2016,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc",62000
16616,4475000,Toyota,Axio,KP-2xxx F/O Auto,2007,Used,Automatic,Saloon,Petrol,"1,490 cc",145040
16617,9300000,Mercedes Benz,E200,AMG,2011,Used,Tiptronic,Saloon,Petrol,"1,800 cc",66000
16618,500000,Vauxhall,Other Model,Cavalier 1986,1986,Used,Manual,Saloon,Petrol,"1,600 cc",87587
16619,2400000,Nissan,Leaf,Nissan,2014,Used,Automatic,Hatchback,Electric,70 cc,85910
16620,3875000,Suzuki,Spacia,Turbo,2017,Used,Automatic,Hatchback,Hybrid,660 cc,30800
16621,3895000,Suzuki,Wagon R Stingray,Suzuki,2017,Used,Automatic,Hatchback,Hybrid,650 cc,62928
16622,6050000,BMW,320i,PETROL,2011,Used,Automatic,Saloon,Petrol,"2,000 cc",60000
16623,7275000,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",71000
16624,1925000,Suzuki,Wagon R,sport,2007,Used,Manual,Hatchback,Petrol,"1,000 cc",127700
16625,4875000,Toyota,Vitz,Jewela,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc",46000
16626,2275000,Subaru,Other Model,PLRO,2010,Used,Automatic,Hatchback,Petrol,650 cc,74534
16627,3540000,Perodua,Axia,G Grade,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc",53000
16628,5550000,Toyota,Prius,Prius,2013,Used,Automatic,Saloon,Petrol,"1,800 cc",110000
16629,650000,Toyota,Corolla,DX Wagon Ke 72,1987,Used,Manual,Station wagon,Petrol,"1,800 cc",150000
16630,36500000,Toyota,Land Cruiser Prado,Fully L Transferable,2017,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,700 cc",2060
16631,1300000,Nissan,Dutsun,DATSUN,1985,Used,Manual,SUV / 4x4,Diesel,"2,300 cc",300000
16632,3790000,Daihatsu,Mira,Full Option,2017,Used,Automatic,Hatchback,Petrol,650 cc,40100
16633,3890000,Toyota,Pixis,Full Option,2018,Used,Automatic,Hatchback,Petrol,650 cc,17700
16634,1790000,Toyota,Corolla,-,1997,Used,Manual,Station wagon,Diesel,"1,500 cc",180000
16635,4150000,Toyota,Allion,240 G,2003,Used,Automatic,Saloon,Petrol,"1,500 cc",158000
16636,11500000,Toyota,Harrier,Full Option Hybrid,2014,Used,Automatic,SUV / 4x4,Hybrid,"2,490 cc",95580
16637,2265000,Suzuki,Alto,LXI 800,2015,Used,Manual,Hatchback,Petrol,800 cc,73469
16638,6825000,Toyota,Vanguard,RAV4 7Seaters 2011,2007,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc",120000
16639,2065000,Suzuki,Alto,Special edition,2013,Used,Manual,Hatchback,Petrol,800 cc,62000
16640,1525000,Toyota,Corolla,GL 1.5,1993,Used,Automatic,Station wagon,Petrol,"1,500 cc",100000
16641,490000,Mitsubishi,Lancer,(Used),1986,Used,Manual,Saloon,Petrol,"1,500 cc",247547
16642,2000000,Toyota,Carina,AE 100,1993,Used,Manual,Saloon,Petrol,"1,500 cc",150000
16643,2375000,Hyundai,Eon,2016 Limited,2016,Used,Manual,Hatchback,Petrol,814 cc,69000
16644,2400000,Toyota,Corolla,EE111,1997,Used,Manual,Saloon,Petrol,"1,330 cc",250000
16645,2575000,Nissan,Cefiro,A33 20G,2001,Used,Automatic,Saloon,Petrol,"1,995 cc",138000
16646,2200000,Nissan,Sunny,FB14 EX Saloon,1995,Used,Manual,Saloon,Petrol,"1,490 cc",140000
16647,5450000,Toyota,Axio,X Grade,2015,Used,Automatic,Saloon,Petrol,"1,490 cc",40000
16648,2700000,Subaru,Impreza,impreza GF1 Wrx7,1999,Used,Manual,Hatchback,Petrol,"1,990 cc",145000
16649,2500000,Toyota,Starlet,Limited Diesel,1997,Used,Automatic,Hatchback,Diesel,"1,450 cc",187410
16650,11600000,Mercedes Benz,E250,Diesel Non-Hybrid,2012,Used,Automatic,Saloon,Diesel,"2,200 cc",90000
16651,365000,Nissan,Sunny,B310 Square Light,1984,Used,Manual,Saloon,Petrol,"1,200 cc",145000
16652,3995000,Daihatsu,Move,Conte Full option,2015,Reconditioned,Automatic,Hatchback,Petrol,650 cc,11700
16653,3735000,Suzuki,Wagon R FZ,Safety,2018,Used,Automatic,Hatchback,Hybrid,660 cc,44000
16654,7875000,Honda,Vezel,RS Sensing  RU3,2017,Used,Automatic,Station wagon,Hybrid,"1,500 cc",47826
16655,3190000,Suzuki,Wagon R FX,Limited Edition,2016,Used,Automatic,Hatchback,Hybrid,650 cc,67000
16656,450000,Ford,Other Model,12,1982,Used,Manual,Saloon,Petrol,"1,500 cc",100000
16657,1850000,Micro,MX 7,GEELY,2012,Used,Manual,Saloon,Petrol,"1,500 cc",110000
16658,3350000,Land Rover,Freelander,TD4,2001,Used,Manual,SUV / 4x4,Diesel,"2,000 cc",185000
16659,5490000,Honda,Vezel,orange package,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc",63300
16660,3875000,Toyota,Vitz,8 Air Bags,2010,Used,Automatic,Hatchback,Petrol,"1,000 cc",84000
16661,3890000,Toyota,Pixis,G Inteligent key,2015,Reconditioned,Automatic,Hatchback,Petrol,650 cc,13680
16662,1475000,Mitsubishi,Lancer,Lancer Cb8,1992,Used,Manual,Saloon,Diesel,"2,000 cc",150000
16663,5350000,Toyota,Prius,Limited,2013,Used,Automatic,Saloon,Hybrid,"1,500 cc",82000
16664,5650000,Toyota,Axio,Hybrid,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",81450
16665,6395000,Toyota,Vitz,Safety Push 6,2018,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc",6200
16666,2800000,Suzuki,Alto,K10,2016,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",38400
16667,1190000,Toyota,Corolla,ee90,1990,Used,Manual,Saloon,Petrol,"1,300 cc",204000
16668,2110000,Perodua,Kelisa,EZi (Auto),2005,Used,Automatic,Hatchback,Petrol,"1,000 cc",130000
16669,2400000,Nissan,Leaf,80th Anniversary,2014,Used,Automatic,Hatchback,Electric,70 cc,76000
16670,1150000,Mazda,Familia,BG5P,1991,Used,Manual,Saloon,Petrol,"1,490 cc",128931
16671,3125000,Suzuki,Celerio,Zxi,2016,Used,Manual,Hatchback,Petrol,"1,000 cc",73000
16672,2175000,Nissan,Pulsar,SN15,1998,Used,Automatic,Saloon,Diesel,"2,000 cc",150000
16673,1195000,Suzuki,Maruti,800cc,2004,Used,Manual,Hatchback,Petrol,800 cc,45012
16674,5850000,Toyota,Roomy,UNREGISTERED GS,2019,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc",4500
16675,2700000,Nissan,Sunny,FB15 EX saloon,2001,Used,Automatic,Saloon,Petrol,"1,500 cc",85600
16676,9100000,Toyota,CHR,NGX 10 Full Option,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",2200
16677,2545000,Suzuki,Swift,Suzuki,2002,Used,Automatic,Hatchback,Petrol,"1,300 cc",127000
16678,2450000,Tata,Sumo,Victor Jeep 7 Seat,2005,Used,Manual,SUV / 4x4,Diesel,"2,000 cc",132000
16679,3425000,Suzuki,Wagon R FX,JAPAN 2018,2017,Used,Automatic,Hatchback,Petrol,650 cc,38650
16680,5075000,Toyota,Axio,X Limited,2011,Used,Automatic,Saloon,Petrol,"1,500 cc",124000
16681,3985000,Nissan,Dayz,Roox Highway Star,2017,Used,Automatic,Station wagon,Petrol,650 cc,24000
16682,10290000,Toyota,Premio,Toyota,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",70000
16683,3060000,Toyota,Corolla,AE110,1999,Used,Automatic,Saloon,Petrol,"1,500 cc",155000
16684,15990000,Toyota,Harrier,GS SPORTS,2017,Used,Automatic,Hatchback,Petrol,"2,000 cc",40000
16685,2255000,Suzuki,Alto,LXI,2015,Used,Manual,Hatchback,Petrol,800 cc,41000
16686,13300000,BMW,X1,X Line,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc",21000
16687,2395000,Micro,Panda Cross,Cross Bran,2017,Used,Manual,Hatchback,Petrol,"1,300 cc",39800
16688,4325000,Toyota,Aqua,G,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc",85000
16689,2295000,Micro,MX 7,Micro,2015,Used,Manual,Hatchback,Petrol,"1,500 cc",67200
16690,3640000,Suzuki,Alto,RS Turbo,2015,Used,Automatic,Hatchback,Petrol,650 cc,61000
16691,1975000,Micro,Panda Cross,2014,2014,Used,Manual,Hatchback,Petrol,"1,300 cc",59700
16692,2095000,Micro,Panda Cross,Micro,2014,Used,Manual,Hatchback,Petrol,"1,300 cc",51200
16693,2325000,Suzuki,Alto,800 LXI,2015,Used,Manual,Hatchback,Petrol,800 cc,60000
16694,2800000,Toyota,Mark,Toyota Mark 2,2006,Used,Automatic,Saloon,Diesel,"2,500 cc",175000
16695,5595000,Toyota,Prius,S LED LIMITED,2014,Used,Automatic,Saloon,Petrol,"1,800 cc",74300
16696,6250000,Mitsubishi,Montero,2001,2001,Used,Automatic,SUV / 4x4,Petrol,"3,500 cc",126398
16697,4450000,Toyota,Allion,240,2003,Used,Automatic,Saloon,Petrol,"1,500 cc",250000
16698,6925000,Toyota,Axio,WXB,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",61500
16699,675000,Mitsubishi,Lancer,Box SL 5forwd,1981,Used,Manual,Saloon,Petrol,"1,400 cc",54600
16700,4485000,Toyota,Aqua,1st owner,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc",95000
16701,420000,Nissan,Sunny,B211,1986,Used,Manual,Saloon,Petrol,"1,200 cc",280000
16702,750000,Isuzu,Gemini,1989,1989,Used,Manual,Saloon,Diesel,"1,500 cc",60000
16703,6990000,Toyota,Axio,X Grade,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc",49000
16704,9450000,Toyota,Premio,Premio G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",42000
16705,3880000,Toyota,Yaris,G grade,2008,Used,Manual,Saloon,Petrol,"1,300 cc",136700
16706,6690000,Honda,Grace,2017,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",38000
16707,3890000,Honda,N-Box,Custom,2016,Used,Automatic,Hatchback,Petrol,650 cc,60000
16708,3275000,Toyota,Vitz,2005,2005,Used,Automatic,Hatchback,Petrol,990 cc,139000
16709,3390000,Suzuki,Wagon R Stingray,Safety,2014,Used,Automatic,Hatchback,Hybrid,650 cc,66639
16710,3390000,Suzuki,Wagon R Stingray,J STYLE Safety,2014,Used,Automatic,Hatchback,Hybrid,650 cc,83520
16711,1250000,Toyota,Corolla,DX Wagon,1984,Used,Manual,Station wagon,Diesel,"1,970 cc",172712
16712,3775000,Daihatsu,Mira,2017,2017,Used,Automatic,Hatchback,Petrol,650 cc,43000
16713,12900000,Mercedes Benz,C200,Premium Plus AMG,2015,Used,Tiptronic,Saloon,Petrol,"2,000 cc",37000
16714,3275000,Suzuki,Wagon R FX,Safety Package,2016,Used,Automatic,Hatchback,Hybrid,660 cc,75600
16715,5975000,Honda,Grace,2016,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",64000
16716,1450000,Mitsubishi,Lancer,CB3,1997,Used,Manual,Saloon,Petrol,"1,500 cc",200000
16717,9275000,Toyota,Rush,2018,2018,Used,Automatic,Hatchback,Petrol,"1,496 cc",43500
16718,14500000,Porsche,Cayenne,(Petrol Only),2011,Used,Tiptronic,SUV / 4x4,Petrol,"3,000 cc",81000
16719,54000000,Land Rover,Range Rover,SWB Unregistered,2019,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,000 cc",34000
16720,4090000,Toyota,Corolla,121,2003,Used,Automatic,Saloon,Petrol,"1,490 cc",173000
16721,40000000,Land Rover,Range Rover Sport,HSE DIESEL,2018,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc",8000
16722,2345000,Suzuki,Alto,LXI 800 2016,2016,Used,Manual,Hatchback,Petrol,800 cc,60550
16723,11750000,Mitsubishi,Xpander,Cross - 7 Seater,2020,Used,Automatic,MPV,Petrol,"1,500 cc",6400
16724,425000,Mitsubishi,Lancer,Wagon,1978,Used,Manual,Station wagon,Petrol,"1,400 cc",65000
16725,8350000,Mitsubishi,Montero,Jeep,1999,Used,Tiptronic,SUV / 4x4,Diesel,"3,200 cc",132000
16726,6575000,Honda,Vezel,Z Grade,2016,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",92500
16727,4600000,Honda,Fit,Fit,2015,Used,Automatic,Station wagon,Petrol,"1,490 cc",61000
16728,3425000,Mazda,Demio,Demio,2009,Used,Automatic,Hatchback,Petrol,"1,340 cc",82000
16729,5500000,Nissan,Patrol,UTE Cab,2010,Used,Manual,SUV / 4x4,Petrol,"4,200 cc",8000
16730,4190000,Nissan,Bluebird,Sylphy G11,2006,Used,Automatic,Saloon,Petrol,"1,490 cc",69980
16731,1665000,Hyundai,Accent,2000,2000,Used,Manual,Saloon,Petrol,"1,500 cc",182074
16732,2420000,Suzuki,Alto,Alto,2015,Used,Manual,Hatchback,Petrol,800 cc,45602
16733,1200000,Austin,Other Model,Sedan 4 door Black,1955,Used,Manual,Saloon,Petrol,948 cc,80000
16734,5650000,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",130000
16735,2325000,Nissan,March,AK 12,2002,Used,Automatic,Hatchback,Petrol,"1,300 cc",98000
16736,15250000,Peugeot,5008,SUV GT LINE,2019,Used,Automatic,SUV / 4x4,Petrol,"1,199 cc",29000
16737,1740000,Toyota,Corolla,AE100,1993,Used,Manual,Saloon,Petrol,"1,500 cc",206739
16738,3850000,Toyota,Aqua,S Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,496 cc",105000
16739,8725000,Honda,Vezel,RS Sensing LED,2018,Used,Automatic,Station wagon,Petrol,"1,500 cc",33000
16740,1050000,Toyota,Corona,AT150,1987,Used,Manual,Saloon,Petrol,"1,500 cc",135000
16741,7250000,Toyota,Vitz,HYBRID EDITION 3 LED,2019,Used,Automatic,Hatchback,Hybrid,"1,500 cc",8060
16742,11850000,Mercedes Benz,E300,Bluetec-hybrid AMG,2014,Used,Automatic,Saloon,Diesel,"2,200 cc",60000
16743,2165000,Nissan,Bluebird,Bluebird,2002,Used,Automatic,Saloon,Petrol,"1,760 cc",177000
16744,2690000,Micro,MX 7,Full Option,2015,Used,Manual,Saloon,Petrol,"1,500 cc",20395
16745,1995000,Nissan,AD Wagon,AD WAGON Y11,2000,Used,Automatic,Station wagon,Petrol,"1,500 cc",175434
16746,11290000,BMW,318i,Luxury Line,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",28400
16747,7980000,Toyota,Other Model,NOAH,2014,Used,Automatic,Hatchback,Petrol,"1,790 cc",75000
16748,3250000,Nissan,Dutsun,Nissan D 21,1993,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",171000
16749,690000,Toyota,Corolla,AE80,1985,Used,Manual,Saloon,Petrol,"1,300 cc",190000
16750,6075000,Toyota,Allion,260,2010,Used,Automatic,Saloon,Petrol,"1,500 cc",125000
16751,2360000,Suzuki,Swift,Jeep Model,2003,Used,Manual,Hatchback,Petrol,"1,330 cc",137000
16752,3225000,Kia,Picanto,FULL OPTION,2016,Used,Manual,Hatchback,Petrol,"1,000 cc",81000
16753,3500000,Honda,S660,Sport,2015,Used,Automatic,Coup̩/Sports,Petrol,650 cc,25000
16754,5390000,Honda,Vezel,Z Grade Gold,2014,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",74500
16755,3990000,Honda,Fit Shuttle,Honda Fit Shuttle,2012,Used,Automatic,Station wagon,Hybrid,"1,300 cc",68000
16756,8300000,Jaguar,XF,3.0 V6 petrol,2012,Used,Automatic,Saloon,Petrol,"3,000 cc",54950
16757,8050000,Mitsubishi,Outlander,2013,2013,Used,Automatic,Station wagon,Hybrid,"2,000 cc",86500
16758,3275000,Toyota,Vios,1.5,2003,Used,Automatic,Saloon,Petrol,"1,497 cc",109600
16759,2190000,Nissan,Pulsar,CJ 1,1997,Used,Automatic,Saloon,Petrol,"1,500 cc",187000
16760,1765000,Toyota,Corolla,Wagon,1995,Used,Manual,Station wagon,Petrol,"1,300 cc",186000
16761,1350000,Proton,Wira,Proton,2005,Used,Manual,Saloon,Petrol,"1,300 cc",123000
16762,3090000,Nissan,Sunny,super saloon,2008,Used,Automatic,Saloon,Petrol,"1,398 cc",89635
16763,4050000,Toyota,Aqua,2nd,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",190125
16764,4380000,Honda,Fit Shuttle,2014,2014,Used,Automatic,Station wagon,Hybrid,"1,330 cc",105000
16765,2300000,Mitsubishi,Lancer,CK 1,1997,Used,Automatic,Saloon,Petrol,"1,300 cc",188000
16766,2375000,Nissan,Leaf,Nissan Leaf 2014,2014,Used,Automatic,Hatchback,Electric,70 cc,53000
16767,875000,Kia,Other Model,Pride,1999,Used,Manual,Hatchback,Petrol,"1,300 cc",130000
16768,2295000,Suzuki,Alto,japan,2003,Used,Automatic,Hatchback,Petrol,650 cc,130000
16769,38000000,Toyota,Land Cruiser Sahara,V8 ICE Pack Diesel,2013,Used,Tiptronic,SUV / 4x4,Diesel,"4,200 cc",47000
16770,5890000,Toyota,Avanza,G Grade,2017,Used,Manual,Station wagon,Petrol,"1,400 cc",53000
16771,11000000,Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",11000
16772,2800000,Nissan,Leaf,Acenta,2014,Used,Automatic,Hatchback,Electric,80 cc,40000
16773,3425000,Suzuki,Celerio,ZXI Auto,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",17000
16774,4290000,Kia,Picanto,New Face Full Option,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",28794
16775,4475000,Toyota,Vitz,KSP130,2014,Used,Automatic,Hatchback,Petrol,"1,000 cc",90000
16776,3750000,Daihatsu,Mira,ES FULL OPTION,2017,Used,Automatic,Hatchback,Petrol,650 cc,36120
16777,3625000,Toyota,Vios,new face,2005,Used,Automatic,Saloon,Petrol,"1,500 cc",87000
16778,2225000,Suzuki,Maruti,Alto,2015,Used,Manual,Hatchback,Petrol,650 cc,85000
16779,5390000,Toyota,Vitz,Safety 6 Speker,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",31000
16780,1240000,Nissan,Sunny,FB 13 Super Saloon,1990,Used,Manual,Saloon,Petrol,"1,500 cc",300000
16781,2250000,Mazda,Familia,mazda,1999,Used,Manual,Saloon,Petrol,"1,598 cc",150000
16782,4490000,Toyota,Allion,240 G Grade,2004,Used,Automatic,Saloon,Petrol,"1,500 cc",146800
16783,4395000,Honda,N-Box,Safety Edtion,2017,Reconditioned,Automatic,Hatchback,Petrol,650 cc,11327
16784,3350000,Suzuki,Wagon R FZ,Wagon R 2014,2014,Used,Automatic,Hatchback,Hybrid,650 cc,38000
16785,900000,Toyota,Corolla,A/C,1984,Used,Manual,Station wagon,Petrol,"1,480 cc",200000
16786,1950000,Nissan,Sunny,SB 14,1996,Used,Automatic,Saloon,Diesel,"1,970 cc",201966
16787,1282000,Nissan,Sunny,FB13 Saloon,1990,Used,Automatic,Saloon,Petrol,"1,300 cc",174609
16788,4375000,Honda,Fit,Gp 5,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",107000
16789,1950000,Fiat,Linea,Brand new imported,2011,Used,Manual,Saloon,Petrol,"1,360 cc",98200
16790,4850000,Toyota,Aqua,G Grade,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",91000
16791,980000,Datsun,Other Model,violet  J-710,1973,Used,Manual,Saloon,Petrol,"1,420 cc",150000
16792,5450000,Toyota,Prius,2016/My Coad Touring,2013,Used,Automatic,Saloon,Petrol,"1,800 cc",79000
16793,4150000,Suzuki,Wagon R Stingray,Full option,2018,Used,Automatic,Hatchback,Petrol,660 cc,60630
16794,15490000,Honda,CRV,EX-L MASTERPIECE,2019,Used,Automatic,Station wagon,Petrol,"1,500 cc",17950
16795,39500000,Land Rover,Range Rover Sport,HSE Special Paint,2018,Used,Tiptronic,SUV / 4x4,Hybrid,"2,000 cc",16500
16796,2390000,Maruti Suzuki,Alto,Suzuki Alto Sport,2016,Used,Manual,Hatchback,Petrol,800 cc,49120
16797,3795000,Toyota,Runx,ZZE123,2001,Used,Automatic,Hatchback,Petrol,"1,790 cc",140000
16798,11800000,Toyota,Land Cruiser Sahara,Cygnus V8,2003,Used,Automatic,SUV / 4x4,Petrol,"4,700 cc",87000
16799,6250000,Peugeot,508,PRIMIUM,2013,Used,Automatic,Saloon,Petrol,"1,600 cc",68000
16800,15950000,Mercedes Benz,CLA 200,AMG PREMIUM PLUS,2019,Used,Automatic,Saloon,Petrol,"1,332 cc",30000
16801,3375000,Toyota,Mark,2 GX100,2000,Used,Automatic,Saloon,Petrol,"1,980 cc",120000
16802,24250000,Land Rover,Discovery,4 S,2015,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc",32500
16803,3875000,Honda,Fit,GP1 Smart Selection,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc",90000
16804,1250000,Mini,Cooper,1960,1960,Used,Automatic,Hatchback,Petrol,"1,000 cc",98000
16805,5495000,Toyota,Prius,S LED LIMITED,2013,Used,Automatic,Saloon,Petrol,"1,800 cc",83700
16806,15350000,Porsche,Cayenne,S TURBO,2014,Used,Tiptronic,SUV / 4x4,Petrol,"3,000 cc",43500
16807,3925000,Honda,Civic,Hybrid FD 3 2007,2007,Used,Automatic,Saloon,Hybrid,"1,400 cc",110000
16808,3790000,Toyota,Corolla,121 XLi,2006,Used,Automatic,Saloon,Petrol,"1,300 cc",160000
16809,6800000,Ssang Yong,Rexton,Domestic Version,2010,Used,Automatic,SUV / 4x4,Diesel,"2,700 cc",120000
16810,9500000,Mercedes Benz,ML350,ML 350 Facelift,2006,Used,Automatic,SUV / 4x4,Petrol,"3,500 cc",96000
16811,12900000,Mercedes Benz,C200,AMG 2015,2015,Used,Automatic,Saloon,Petrol,"2,000 cc",47000
16812,900000,Toyota,Carina,AT170,1989,Used,Manual,Saloon,Petrol,"1,490 cc",237972
16813,1225000,Mazda,Familia,BG3P,1994,Used,Manual,Saloon,Petrol,"1,300 cc",150000
16814,13740000,Porsche,Cayenne,S TURBO,2011,Used,Tiptronic,SUV / 4x4,Petrol,"3,000 cc",58000
16815,20500000,Ford,Raptor Ranger,2019,2019,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc",5000
16816,1875000,Maruti Suzuki,Alto,Maruti suzuki 800Ac,2012,Used,Manual,Hatchback,Petrol,800 cc,64513
16817,4950000,Toyota,Hilux,LN 166,2001,Used,Manual,SUV / 4x4,Diesel,"3,000 cc",190000
16818,65600000,Land Rover,Range Rover PHEV,LWB AB Comfort +,2019,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",5000
16819,5800000,Toyota,Hilux,Vigo,2007,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",223000
16820,5075000,Toyota,Aqua,X Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,490 cc",104000
16821,2650000,Perodua,Viva Elite,Premium,2011,Used,Automatic,Hatchback,Petrol,"1,000 cc",110000
16822,800000,Maruti Suzuki,800,suzuki,1993,Used,Manual,Hatchback,Petrol,800 cc,680000
16823,4290000,Suzuki,Wagon R Stingray,2018,2018,Used,Automatic,Hatchback,Petrol,660 cc,43163
16824,5690000,Toyota,Prius,Toyota Prius 2015,2015,Used,Automatic,Saloon,Hybrid,"1,800 cc",51000
16825,5790000,Subaru,XV,2015,2015,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",137000
16826,3850000,Toyota,RAV4,L,2002,Used,Automatic,SUV / 4x4,Petrol,"1,800 cc",196000
16827,3225000,Mahindra,Bolero,CAMPER GOLD CAB,2011,Used,Manual,SUV / 4x4,Diesel,"2,500 cc",120000
16828,3675000,Daihatsu,Mira,Daihatsu mira 2017,2017,Used,Automatic,Hatchback,Petrol,660 cc,62000
16829,11250000,Mercedes Benz,CLA 200,Sunroof Fully Loaded,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",78000
16830,4090000,Nissan,X-Trail,original,2006,Used,Automatic,SUV / 4x4,Petrol,"2,500 cc",160000
16831,7175000,Honda,Vezel,RS,2016,Used,Automatic,Station wagon,Hybrid,"1,500 cc",63000
16832,1140000,Suzuki,Maruti,800 EFI,2005,Used,Manual,Hatchback,Petrol,800 cc,89000
